Feature ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
0282c13d117e48dd4ae2f7918b654831	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
02844bf9189fb2bcbbc5eb0c073d8585	k__Animalia	p__Annelida	c__Clitellata	o__Enchytraeida			
028533a8c0e142c8124041e28cdf5ca9	k__Animalia	p__Arthropoda					
02907b18bd5bf3d5a49b434b7b48bd96	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Tineidae	g__Opogona	s__Opogona omoscopa
02a4c35b2788bf22c2c08019b1693140	k__Animalia	p__Arthropoda	c__Insecta				
02b8f528af2daedf495f4c58ba00400c	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
02c6edf99a78b7175e3eea42319737c7	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
02d38a8ba5cc3dbf3463339a06d5e2db	k__Animalia	p__Mollusca	c__Gastropoda	o__Pulmonata	f__Philomycidae	g__Meghimatium	s__Meghimatium bilineatum
02d8c954221a7f07c77f66b941fd862a	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
02da6fe120022214912981d1f24e87d5	k__Animalia	p__Arthropoda	c__Arachnida	o__Sarcoptiformes			
02f672de53dcdb5b00014e5e248c2d9e	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Theridiidae	g__Theridion	s__Theridion grallator
02f68acd4e4ed53c8aad35532020305d	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
031025e033aa82372a53d37f1b615b99	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
0324b3a3f50ace91e3503a63bb0e2f57	k__Animalia	p__Arthropoda					
0336e2b540983751910c184695dbff9d	k__Animalia	p__Arthropoda					
033986a207bfa28876934f75b53b560e	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
033e548b158dfa3654e7ecfd7dfca779	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Tortricidae	g__Epiphyas	
034b15b06473906fbaaed2294a511e4b	k__Animalia	p__Arthropoda					
035e936ce80cba6648d55ccdb3b03832	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0360838e6a1474fe5c6d7de13d916d87	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
03659e316efdd323a4cdb72b4a31f678	k__Animalia						
0365d8f6f9a518ea6fdd4eefbe89a8e3	k__Animalia	p__Arthropoda					
039d479555972091df3d42216ca9ee11	k__Animalia	p__Arthropoda	c__Insecta	o__Coleoptera			
03a2bd07ca97fdaeac5846fb19092999	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
03c01d6b5e9aeb94238d4bf941bb231b	k__Animalia	p__Arthropoda	c__Insecta				
03d2c97e94ef6725c3c07cb5940ef222	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Psyllidae	g__	s__
03ea1b387cd113f56f89e5dddb7b4562	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
03eb0ebe17ae88edc0988b58d1f10d46	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0405d9ca6ee0746c8b8ac2e6f9bd09a8	k__Animalia	p__Arthropoda					
041553e40a17b49bf4bef5f63c61a199	k__Animalia	p__Arthropoda					
042b769ddbe13544d969840e74143618	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
043b99eb04fffab4fee4f1944340a577	k__Animalia	p__Arthropoda					
044a46a21f3936c01e477117086ea927	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
04570a8be28d24e8b697c7aa73c01709	k__Animalia	p__Arthropoda					
046261b5335ac0737406376be0d91ff1	k__Animalia	p__Arthropoda					
046ec34ec316517fc9dbb3d25075dc28	k__Animalia	p__Arthropoda					
047e584b8a433915cc344488e541d3f5	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Theridiidae	g__Theridion	s__Theridion grallator
048443cd5b273dc1f44fc560c2e0e24a	k__Animalia	p__Arthropoda					
04972723157d6af577cf36471822139d	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
04a1e2bf58a17d8fb3ec04ba7be730e7	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
04a51415a41ad8d938795c4ec1ca485d	k__Animalia	p__Arthropoda					
04b42ada87be68428056a4b8ad17fc85	k__Animalia	p__Arthropoda					
04d18af8e2bf60784f31978d7581fb97	k__Animalia	p__Chordata	c__Aves	o__Passeriformes	f__Fringillidae	g__Oreomystis	s__Oreomystis bairdi
04d18df5dacab81b343d532fc8b56ff1	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
04d6ed7008568cfcc3f68575343096d1	k__Animalia	p__Arthropoda					
04f77cc924c4695ef542350201789086	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Theridiidae		
051553f87cc1a71dde5b8059d90d0810	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Psyllidae	g__	s__
051ca4d91796b8daff45648b548e73d3	k__Animalia	p__Arthropoda					
053e13b6c44f193f289f22c666eac399	k__Animalia	p__Arthropoda					
0549e4f54bc6c06d4955b8ae10a75b8a	k__Animalia	p__Rotifera	c__Bdelloidea				
054c1eaf49af52f8606af59b37bdade6	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Delphacidae	g__	s__
054e211118f707d4346e14381ae22496	k__Animalia	p__Arthropoda					
055671cd1fe9445ce209bc8ecfbe9a07	k__Animalia	p__Arthropoda	c__Insecta	o__Coleoptera			
0565689fc1252959881907dc7ecd0d3a	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0567ec48d20facd07425d1729d7c0bc2	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
057fa9ee4d4f2cdb67138eb4f706648f	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Philodromidae	g__	s__
05c1b543ff31495edd475b8db77912a9	k__Animalia	p__Arthropoda	c__Insecta	o__Orthoptera	f__Trigonidiidae		
05d33694faf442787be858992499c257	k__Animalia	p__Arthropoda	c__Insecta				
05e1d752f6ef43309a5ad805b2df0bfa	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
05e270ace2eadcb05fdb12e578254202	k__Animalia	p__Mollusca	c__Gastropoda				
05ec3dc21db21d698493032818bdebc2	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
05f12b203283db40c6f83cdf9841c19a	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0604d5b77cc1e501b827b573ed8ba2d6	k__Animalia	p__Arthropoda					
0605b15c9828a7eb9fc64108b7d7ede6	k__Animalia	p__Arthropoda					
0612852b3dac5b981c029df8d599d45c	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
061a2e0dee735d30daa4f9cfd873dea8	k__Animalia	p__Arthropoda					
061bf3519bdab295e915b45d617a90f6	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Theridiidae	g__Theridion	s__Theridion grallator
0625aa553526bc033095711a7e3fd05f	k__Animalia	p__Arthropoda					
0626e48d430f3fae2a977c655f6d6dd7	k__Animalia						
062b19e236d4f2fbc3a6b8bca213fafb	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
063877ee3064d9f7851ee58b2d8a9f78	k__Animalia	p__Arthropoda					
0638d4fe593fbde8c18806e00512ee5f	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
063c6ba22c191c4c24cee8975c24ff73	k__Animalia	p__Arthropoda					
06547f9fea4eff13e13050669ba415e0	k__Animalia	p__Arthropoda					
065ee89cc2fdf31a01fd3b4938e1d472	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Aphididae	g__Acyrthosiphon	s__Acyrthosiphon pisum
0661829234501f832c26bf807e25ac00	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
066a39658033e83870b9d893044c06c1	k__Animalia	p__Rotifera	c__Bdelloidea	o__Adinetida	f__Adinetidae	g__Adineta	s__Adineta vaga
06993d5557fc9b675dc38fa6207121a2	k__Animalia	p__Arthropoda					
069e3a3593e9df7d425954ac78b3fd5b	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
06acfbc06782eddfe639084bbc980b54	k__Animalia	p__Arthropoda					
06b9f84ef354b32f561dd5e446f2878f	k__Animalia	p__Arthropoda					
06c330079717dde331e25886998a7b25	k__Animalia	p__Arthropoda					
06c79a16ee1cabe53d51b6fe7896cbb1	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
06cbc38d65591d557ffed278ea6ce24f	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Aphididae	g__Cinara	s__Cinara watsoni
06d7f275cc4690f29e93385165454568	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
06e3384f5cf59367e65a9f3e7bfaf133	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
06f21b427320f56626e9713f3de4afab	k__Animalia	p__Arthropoda					
06fa6380fa25e691ded3b53fad440722	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0703b46bc1c1ee5f1c2bcf90c6a342ae	k__Animalia	p__Arthropoda					
070b400bbb4db06e793682c62658baad	k__Animalia	p__Arthropoda					
07164334c92bccc7c9263bc1100f767a	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
07171abab0850ac5540a72d58b64b838	k__Animalia	p__Arthropoda					
07289bd7d8bc038ea87b13f9b4a3de0e	k__Animalia	p__Arthropoda	c__Insecta				
072b888078bef4536d88c1290b132169	k__Animalia	p__Arthropoda					
07331130e79d58a8d91ff546b6a20b8c	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0741bf5e6246f2cfd3c087288e8e28ce	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera	f__Chironomidae	g__Eukiefferiella	s__Ambiguous_taxa
074f7cc1558a5312082f65ce2a6e3ad8	k__Animalia	p__Arthropoda					
0755e1638a7b6d5aae81e4aa02fd1e9b	k__Animalia	p__Arthropoda					
075c5ef7d29d1ebf5ab3e5e5d0df0d4b	k__Animalia	p__Arthropoda					
075f1fdcfc3d80400d1567c409b578d1	k__Animalia	p__Arthropoda					
0761a456192bdd8d356a71285de25ba5	k__Animalia						
076aa34c4e2a48b849ce4fdaa8a62d74	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
07934da1c30c6b4deeff7ac51974b6a4	k__Animalia	p__Arthropoda					
0798b8fb38d64e9e046aee804e7d09f7	k__Animalia	p__Arthropoda					
07a48d7e599d2cbc768daf22e2cd2d6b	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
07af6a76fbde680862ec9eb7885020c2	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
07b122089e505d843bea8ed332bb8242	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
07b5feebaac5113de5ef0c330d96fbb1	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
07bc5026c3e288dc9b2ebd84f7bb7a7f	k__Animalia	p__Arthropoda	c__Insecta				
07ec32d4e4d5685f461fae4dc03cf45b	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
07fd6154b5e7997ad50894f7e5f5a32d	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
08090a156b35c9b2d4a74a3c140061ac	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0810714de6fc9f416d11f0343b62f4ac	k__Animalia	p__Arthropoda					
08126b847593df60c15648b184ef2d4b	k__Animalia						
0813022741bf200643ac8ca0092c67a4	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Theridiidae	g__Theridion	s__Theridion grallator
0824f4f8b6cb74d81ddbad5c7b451f32	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
082681f201edcc66703bcec44cdac678	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
082ef51f86e0458becb5740381a9a47d	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0830e51a02e805525d952ac64bb1747c	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Tineidae	g__Opogona	s__Opogona omoscopa
0830fce139ca4e544772fa774716a362	k__Animalia	p__Arthropoda	c__Insecta	o__Hymenoptera			
083340e988eb229f2e7f7030a9d75255	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0837d62a2ea1deec3aa34ca1cfa55c48	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
0849223b246d8b00117a8d5778f00ced	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0865cf0c9a6270d6759b84e5f95966b0	k__Animalia	p__Arthropoda					
08b2fb569e0eec31d8f222b9e425d5f1	k__Animalia	p__Arthropoda					
08e2a8bdcfce6ca9362b07c024f65e01	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera			
08fb2ee82ee2bbb7335c09a6dfa78e2e	k__Animalia	p__Arthropoda					
08fe58ca5e9e7cf357e1790e1da6995d	k__Animalia	p__Arthropoda	c__Insecta				
090335d877f804e7c037260ed1506d21	k__Animalia	p__Arthropoda	c__Insecta				
090e4e8cc492b43a5c9adc88727af5fa	k__Animalia	p__Arthropoda					
091b5af949ed6eeb6dc203e68b68e3cc	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
092bebe00d32da3e8413ce3cc939a404	k__Animalia	p__Arthropoda					
0930466ab0519420334952837b67cf20	k__Animalia	p__Arthropoda					
09358df0a571cbc81ed90623d17388fa	k__Animalia	p__Arthropoda					
094d4cbdd50d11f4e68a45734d6a693a	k__Animalia						
09601b2c002df31733f00264bf56a293	k__Animalia						
0964574249f2dc62045d3211cd448b60	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
0966e63a70a35ae7d8998156bb02fdf0	k__Animalia	p__Arthropoda					
09689b6992d503c51631ff75d62ab91e	k__Animalia	p__Arthropoda	c__Insecta	o__Coleoptera	f__Carabidae	g__Mecyclothorax	s__
099a2bb721cc8df8e02784434a53abf5	k__Animalia	p__Arthropoda					
099fa5c83b496665fb1f299239bdf620	k__Animalia	p__Rotifera	c__Bdelloidea				
09c1c74c18e18cea50093e7651438a0b	k__Animalia	p__Arthropoda	c__Insecta				
09c49579db4fd5e3eb6641770ad72695	k__Animalia	p__Arthropoda	c__Insecta				
09e468ef727fa7f641ef42bb4d7a3e74	k__Animalia	p__Arthropoda					
09f81fdd55ce31feddb43d02650a55de	k__Animalia	p__Arthropoda	c__Insecta	o__Psocodea	f__Psocidae	g__	s__
0a0d7ca98d32d04d81dbe549d8752055	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Philodromidae	g__	s__
0a10fd0447c288dc54a1ee8729893d0c	k__Animalia	p__Arthropoda					
0a13c2992111b287e453985339ab7f51	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0a223682e2527f3e2c837ca86b8b484f	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
0a3435e4663b136b190d60074928c988	k__Animalia	p__Arthropoda					
0a3dc77747300619ea2cd8a62b9d051e	k__Animalia	p__Arthropoda					
0a44efddff83b4e39cd17ed4a2e533e9	k__Animalia	p__Arthropoda					
0a50ac0ff808e52b7d1dc9b27d633f0e	k__Animalia	p__Arthropoda					
0a55e12a8138e61ab769c7f42761bdec	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Philodromidae	g__	s__
0a59b167ef490bfd6b23c2c3b516ffbc	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
0a618e404677ed17fb32a5db6dc79728	k__Animalia	p__Arthropoda					
0a6f7a4df9d6bdadfabe79c3981ec430	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0a6fb65d1ceeaa0bf3d01116db2f6634	k__Animalia	p__Arthropoda					
0a76b8d47fccdda03b4aafeebaacd331	k__Animalia	p__Arthropoda					
0a8786c327274cae4dd2f1a4453b69dd	k__Animalia	p__Rotifera	c__Bdelloidea				
0a8a242ea1d968ac302845a5943acfa2	k__Animalia	p__Arthropoda	c__Insecta	o__Coleoptera			
0aa8623eae478ae7b82a60109ffd378e	k__Animalia	p__Arthropoda					
0ac99ed97ab3454cd8b741fc50cbcc2f	k__Animalia	p__Arthropoda	c__Insecta				
0ad1af8558cdc7abcf162d026c10c7ad	k__Animalia	p__Arthropoda					
0ae3fbbed0cbbf76519514cd3fff77d6	k__Animalia						
0af0fc91c34f87e477ba2bbf17b7e662	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
0af11131182177fa73c3f4ab4e6a2455	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0b072dbafb9908894d160bcd0e672aca	k__Animalia	p__Nematoda					
0b0ca922312c293138a91aae12af7302	k__Animalia	p__Rotifera	c__Bdelloidea				
0b103defc56a8a8c67f0617b770490f1	k__Animalia	p__Arthropoda	c__Arachnida				
0b22c61dcadf130a401ceeeafec5f652	k__Animalia	p__Arthropoda	c__Insecta	o__Coleoptera			
0b3f23a0675b0e174faf63c97a1f666c	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
0b44f79dd95a6953bd2bb4353898c43e	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0b62e04ba1fda58a3aaf59f5604270c2	k__Animalia	p__Arthropoda	c__Insecta	o__Hymenoptera	f__Braconidae	g__Aphidius	
0b7f32c92a474ccf3b4fc2ab711673bf	k__Animalia	p__Arthropoda	c__Insecta				
0b8df9af1368f0ad44b5f2981de125d9	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
0b9eba9a41895cf0d9dadc05340ba6d8	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
0ba177e21704a532e9d2a7d6b041ff26	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0ba29eb4f09e9307e64f7637d268688b	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0ba407d72de04c68e8b7fe7e30f9c41b	k__Animalia						
0ba42ccadd57e06217de55aaf11d4867	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0ba8899f95085a7a984fc342bd382af9	k__Animalia	p__Arthropoda					
0baf9315071759f534b0da969f72897e	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0bb08f07ab3d293ad980ccd43f2b120e	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0bc3ad60bb9d3e606ae056eee757e421	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae	f__Theridiidae	g__Theridion	s__Theridion grallator
0bd2b41424f621674a96a4f2b7b2c09d	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Schreckensteiniidae	g__Schreckensteinia	
0bd5700410c86f365c6776e2f1b0ef3f	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0bdb68ceff896b03ea5aa609f2e20fc4	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0be053e2c09507e44f6f041ca308cf73	k__Animalia	p__Arthropoda					
0c019f51f9bb05f8f28c910a799f640a	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
0c12183024feab8e5e642825f4774ea0	k__Animalia	p__Arthropoda	c__Insecta				
0c1337102b4f5dde484faa7d4edd9be0	k__Animalia	p__Arthropoda					
0c3fdb734ce356ee6b68d5ff75527808	k__Animalia	p__Arthropoda					
0c42b2592b3895f4f16d58eb51d87a99	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0c56c42268cfb097c4c6359203b7f4bc	k__Animalia	p__Arthropoda	c__Insecta				
0c6cce5d2258d4747d45a1d30eea92f4	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Delphacidae	g__	s__
0c8dadce9b7c38b1290e63550c2e3797	k__Animalia						
0ca9d24026495d58c4eca9f658b2519d	k__Animalia	p__Rotifera	c__Bdelloidea	o__Adinetida	f__Adinetidae	g__Adineta	
0cc9b70be4aaf86f8dc763af86436570	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera	f__Syrphidae		
0cdb8b05f0216eb5eb62af8ac6dab607	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
0ce0eec20ff630c21941fb0c3cce0c16	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Aphididae	g__Illinoia	
0ce4cf85dbf4e61663d66316dda1fcb2	k__Animalia						
0ce9cdfc1849a6f5b2b3b637049822b6	k__Animalia	p__Arthropoda	c__Insecta				
0cea1f2e2ed8f7fb6d199dcf8dca5923	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0cf80a452e7c6f50de886e1412648960	k__Animalia	p__Arthropoda					
0cf83adbf95f79cd26471a3b60a5a744	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
0cfdae34ce5763bea02892e48551f28b	k__Animalia	p__Arthropoda					
0d17ca0fbe34b1e4272598986b5172dc	k__Animalia						
0d1fdd6911322721cffcd2729fa13161	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0d269be10c0376a4cb8533525154ae7c	k__Animalia	p__Arthropoda					
0d3355bda7d2226a0321b6548a32f730	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
0d44ad67e9116286a3550289d84013a4	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
0d4bbad31c4156683f24685565456225	k__Animalia	p__Arthropoda					
0d515ef58657437ce5b93bd86e07b224	k__Animalia	p__Arthropoda					
0d5853a02fd7bdb273171f6454413f42	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0d588bfe337e27326811410be99de241	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
0d62442d3292aa823083580a1c96546a	k__Animalia	p__Arthropoda					
0d8436b4da198df811ddcfac13ae36d9	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
0d985a973ad34db1d0e86ac829948aa2	k__Animalia	p__Arthropoda	c__Insecta				
0db85805f391950aed8fa95958f9bd98	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0dbda4f25af7d88c90a87d2a3434f33b	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0de3c1c457ccd51b9b03333ddf3ecbd2	k__Animalia	p__Arthropoda					
0ded808115387f342420cc60c5099bb6	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0e0011a1cc861fccbeda5c571b9fc842	k__Animalia	p__Arthropoda	c__Insecta	o__Hemiptera	f__Psyllidae	g__	s__
0e018bef93f5a222f8606a32c7993c1a	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
0e081e324b18a924925c7d041dd5b6d4	k__Animalia	p__Arthropoda	c__Insecta	o__Thysanoptera	f__Thripidae	g__Neohydatothrips	s__
0e0c52100b4f3071a71806687d5c190e	k__Animalia	p__Arthropoda					
0e0d83e97c269a0cfc3392dddd5ee8e0	k__Animalia	p__Arthropoda	c__Arachnida	o__Araneae			
0e35a0fd7e6524e9272a677e4566d7c5	k__Animalia	p__Arthropoda	c__Insecta				
0e3a4d6e13998bb3c5ca0bc220b67c2f	k__Animalia						
0e472ea29a02b99213f2aede086f6949	k__Animalia	p__Arthropoda	c__Insecta	o__Diptera			
0e5ae8714fb2a3ec4a4ae7d4af2b7493	k__Animalia	p__Arthropoda	c__Insecta	o__Hymenoptera	f__Braconidae	g__Aphidius	s__Aphidius ericaphidis
0e5bce8422944476df450b9003bcf5ae	k__Animalia	p__Arthropoda					
0e5dde6699ef00fe5ff91983d97935d3	k__Animalia	p__Arthropoda	c__Insecta	o__Lepidoptera			
